376.25,82.25,1
340.94,99.14,1
380.85,122.93,1
403.88,148.27,1
462.22,140.59,1
446.10,151.34,1
419.23,146.73,1
413.86,165.15,1
423.07,162.85,1
459.92,187.41,1
109.12,53.08,1
38.50,33.89,1
46.17,65.36,1
92.23,66.90,1
166.69,50.01,1
188.18,66.90,1
197.39,53.08,1
202.00,10.86,1
245.75,113.72,1
307.93,42.34,1
34.66,165.92,1
101.44,22.38,1
110.65,23.14,1
30.05,57.69,1
86.86,121.40,1
72.27,90.69,1
121.40,109.89,1
180.51,87.62,1
194.32,124.47,1
196.63,116.03,1
210.44,90.69,1
233.47,73.81,1
231.94,79.95,1
347.85,58.46,1
356.29,45.41,1
350.15,66.13,1
329.42,69.20,1
327.89,74.57,1
318.68,82.25,1
307.16,71.50,1
269.55,95.30,1
267.25,105.28,1
278.76,92.23,1
215.82,238.84,1
294.88,216.58,1
309.47,188.18,1
302.56,198.16,1
357.83,152.87,1
369.34,172.83,1
383.92,215.82,1
354.75,219.65,1
347.08,227.33,1
338.63,242.68,1
322.51,261.11,1
314.84,252.66,1
306.40,271.08,1
287.20,302.56,1
254.96,330.19,1
217.35,343.24,1
205.07,334.80,1
379.32,360.90,1
410.79,349.38,1
401.58,381.62,1
106.05,183.58,1
44.64,215.82,1
34.66,297.18,1
74.57,311.77,1
174.37,371.64,1
158.25,464.52,1
192.02,473.74,1
298.72,472.20,1
309.47,483.71,1
407.72,443.03,1
404.65,482.95,1
420.77,476.81,1
185.88,176.67,1
382.39,274.16,1
397.74,271.08,1
469.13,249.59,1
439.96,226.56,1
458.38,227.33,1
427.68,317.91,1
319.44,367.80,1
99.91,200.46,1
106.81,208.14,1
159.78,281.06,1
143.66,277.23,1
156.71,271.85,1
341.71,340.17,1
349.38,320.21,1
350.92,304.86,1
149.03,399.28,1
174.37,413.09,1
205.07,386.23,1
199.70,391.60,1
415.78,237.31,1
388.15,229.63,1
388.91,311.77,1
397.36,315.61,1
497.15,307.16,1
373.56,440.73,1
375.86,445.33,1
384.31,441.50,1
420.39,382.39,1
211.59,215.05,1
225.41,213.51,1
124.85,27.75,1
103.36,307.93,1
118.71,313.30,1
124.09,318.68,1
117.95,286.44,1
129.46,279.53,1
170.14,284.90,1
186.26,294.11,1
185.50,282.60,1
189.33,255.73,1
170.14,222.72,1
275.31,192.02,1
282.98,174.37,1
301.41,174.37,1
296.80,162.08,1
286.82,142.89,1
313.69,169.76,1
345.93,162.08,1
70.35,423.84,1
112.57,396.21,1
144.04,393.90,1
155.56,380.09,1
134.07,357.06,1
155.56,331.73,1
54.23,332.49,1
35.81,363.20,1
29.67,393.90,1
41.95,387.76,1
52.70,425.38,1
57.30,465.29,1
31.20,482.18,1
37.35,476.81,1
48.09,492.16,1
36.58,485.25,1
97.22,469.13,1
112.57,457.62,1
233.86,422.31,1
256.88,469.13,1
233.86,486.78,1
487.17,443.80,1
473.35,325.59,1
489.47,322.51,1
474.89,317.14,1
322.90,245.75,1
333.65,39.26,1
205.45,199.70,1
107.20,228.87,1
123.32,228.10,1
107.97,237.31,1
233.09,328.66,1
96.45,432.28,1
300.64,427.68,1
365.12,135.22,1
141.50,80.45,1
195.06,98.57,1
201.36,92.27,1
231.29,97.78,1
258.86,89.90,1
33.58,89.90,1
35.16,99.36,1
30.43,15.07,1
77.69,39.49,1
117.87,37.13,1
186.40,37.92,1
194.27,33.98,1
166.70,95.42,1
168.28,115.90,1
172.22,107.23,1
129.68,106.44,1
143.07,115.90,1
123.38,116.68,1
51.70,182.85,1
80.06,211.21,1
74.54,198.60,1
171.43,180.49,1
218.69,171.82,1
297.46,136.38,1
319.52,143.47,1
331.33,140.32,1
328.18,146.62,1
362.84,80.45,1
