232.94,53.01,1
212.51,66.06,1
214.21,35.41,1
210.24,7.60,1
131.34,49.03,1
139.28,55.84,1
204.56,111.47,1
234.08,137.58,1
83.09,144.96,1
189.24,164.83,1
244.30,183.56,1
222.16,191.51,1
87.06,226.70,1
96.71,221.59,1
103.52,199.45,1
101.25,181.29,1
70.03,207.97,1
50.74,169.37,1
60.95,170.50,1
71.17,182.42,1
104.66,43.92,1
118.85,45.06,1
114.31,42.22,1
59.25,88.20,1
96.71,96.15,1
50.17,96.71,1
35.98,131.91,1
25.19,131.91,1
228.40,246.00,1
229.54,226.13,1
210.81,211.37,1
221.59,213.08,1
196.62,240.32,1
165.40,236.92,1
107.50,105.79,1
116.58,93.31,1
148.37,47.90,1
246.57,112.61,1
249.97,105.23,1
240.32,135.88,1
238.62,123.96,1
221.02,100.69,1
214.78,119.99,1
14.41,225.00,1
37.11,247.13,1
51.87,194.91,1
96.71,165.96,1
111.47,167.10,1
150.07,129.07,1
135.31,132.47,1
143.83,137.58,1
189.24,146.10,1
185.83,139.28,1
165.96,107.50,1
161.99,100.69,1
193.78,85.36,1
202.86,91.04,1
179.02,211.37,1
63.79,106.93,1
75.14,114.88,1
227.27,206.83,1
247.51,10.29,1
204.67,4.47,1
250.15,93.86,1
123.21,201.23,1
122.68,212.33,1
207.84,131.94,1
203.08,134.58,1
207.31,124.53,1
251.93,47.36,1
288.50,117.45,1
297.64,118.21,1
410.40,144.88,1
398.21,152.50,1
341.83,115.17,1
357.83,105.26,1
392.88,102.98,1
334.21,67.17,1
342.60,136.50,1
317.45,161.64,1
417.26,68.69,1
417.26,53.45,1
445.45,68.69,1
449.26,98.40,1
470.60,138.02,1
446.21,162.40,1
426.40,148.69,1
293.07,132.69,1
331.93,31.36,1
351.74,47.36,1
338.79,57.26,1
396.69,49.64,1
371.55,77.07,1
360.12,78.60,1
386.02,34.40,1
393.64,38.21,1
475.93,64.88,1
443.17,16.88,1
471.36,112.12,1
472.88,144.12,1
397.45,219.55,1
279.36,224.88,1
498.02,77.07,1
434.02,146.40,1
491.93,147.17,1
497.26,157.83,1
491.17,236.31,1
462.21,256.12,1
457.64,273.64,1
461.45,291.93,1
459.93,304.12,1
461.45,329.26,1
486.60,339.93,1
478.21,344.50,1
474.40,349.07,1
482.79,362.02,1
437.07,327.74,1
451.55,327.74,1
469.07,323.93,1
468.31,309.45,1
439.36,256.88,1
373.83,321.64,1
421.07,334.60,1
429.45,338.40,1
439.36,368.12,1
462.21,389.45,1
443.93,387.93,1
494.21,435.17,1
485.07,416.88,1
473.64,405.45,1
463.74,451.17,1
458.40,466.40,1
442.40,474.79,1
434.02,488.50,1
269.38,281.87,1
370.87,177.35,1
374.65,246.28,1
389.04,259.91,1
353.45,253.85,1
341.33,248.55,1
287.55,290.96,1
163.34,293.99,1
324.67,381.85,1
494.32,284.90,1
359.51,364.43,1
379.96,364.43,1
264.83,350.04,1
249.68,367.46,1
274.68,324.29,1
308.76,324.29,1
304.22,314.44,1
326.94,294.75,1
317.09,306.87,1
311.79,310.65,1
345.87,230.37,1
300.43,215.22,1
289.07,202.35,1
240.59,279.60,1
482.96,472.74,1
417.07,462.89,1
429.94,462.89,1
423.88,468.19,1
333.00,490.16,1
358.75,488.64,1
373.14,475.01,1
348.90,477.28,1
312.55,466.68,1
323.15,448.50,1
355.72,404.57,1
89.12,462.13,1
95.17,334.89,1
139.10,361.40,1
395.86,474.25,1
389.04,462.89,1
365.57,428.05,1
58.82,379.58,1
203.48,359.88,1
186.82,305.35,1
205.00,302.32,1
199.70,319.74,1
313.30,428.81,1
227.37,278.34,1
190.58,272.98,1
212.04,276.81,1
212.81,287.54,1
157.63,299.04,1
167.59,304.40,1
164.52,336.60,1
172.96,170.27,1
156.86,176.40,1
251.90,215.49,1
247.30,201.70,1
438.15,230.82,1
451.95,170.27,1
90.94,426.27,1
109.34,419.37,1
117.77,410.18,1
103.21,385.65,1
257.27,458.46,1
288.69,456.93,1
287.93,419.37,1
419.76,449.27,1
411.33,463.06,1
477.24,421.67,1
441.99,305.17,1
405.96,418.61,1
435.09,451.57,1
424.36,440.07,1
169.12,478.39,1
193.65,482.99,1
195.95,495.25,1
175.25,439.30,1
170.66,433.94,1
389.10,482.22,1
369.17,408.64,1
367.64,420.91,1
153.03,407.11,1
66.42,347.33,1
38.06,369.55,1
357.67,268.38,1
356.14,291.37,1
353.07,316.67,1
363.04,309.77,1
57.22,125.05,1
322.42,183.30,1
352.31,155.71,1
348.48,163.37,1
422.06,96.69,1
477.24,114.32,1
483.37,106.66,1
485.67,94.39,1
143.06,276.04,1
100.14,486.06,1
146.90,423.97,1
201.31,444.67,1
261.10,341.96,1
463.45,480.69,1
500.24,480.69,1
96.31,261.48,1
68.72,433.17,1
56.45,423.21,1
27.33,441.60,1
166.06,377.99,1
176.02,366.49,1
251.13,412.48,1
340.04,470.73,1
390.63,167.97,1
314.84,78.41,1
299.49,85.32,1
357.06,117.56,1
406.95,157.48,1
261.87,56.15,1
263.41,79.95,1
195.09,340.17,1
499.07,195.09,1
499.07,187.41,1
292.58,261.11,1
301.02,262.64,1
433.82,135.22,1
129.08,369.34,1
204.30,482.18,1
211.98,497.53,1
393.90,303.32,1
346.31,271.85,1
419.23,220.42,1
417.70,231.94,1
442.68,86.22,1
446.56,78.46,1
440.35,104.84,1
451.22,125.78,1
299.94,91.65,1
299.17,74.58,1
295.29,10.20,1
92.04,183.19,1
67.22,141.30,1
39.29,273.95,1
16.79,292.57,1
46.27,299.55,1
56.35,281.71,1
31.53,320.50,1
58.68,295.68,1
65.66,295.68,1
68.77,304.21,1
95.14,470.22,1
214.61,391.09,1
106.00,308.09,1
148.67,249.13,1
137.03,257.66,1
112.21,261.54,1
422.51,372.48,1
405.45,374.03,1
382.95,227.41,1
395.36,222.75,1
305.37,189.40,1
158.75,366.27,1
83.51,388.77,1
88.94,413.59,1
76.52,437.64,1
143.24,405.06,1
140.14,428.33,1
435.70,313.52,1
438.80,239.82,1
351.92,190.95,1
227.02,464.79,1
296.06,297.23,1
313.13,343.77,1
40.06,201.81,1
43.17,194.05,1
143.24,444.62,1
199.87,474.10,1
197.54,400.40,1
279.00,196.38,1
96.69,455.48,1
361.23,387.99,1
323.22,419.80,1
331.75,422.12,1
334.08,428.33,1
299.17,437.64,1
272.02,449.28,1
276.67,439.97,1
448.89,345.32,1
255.72,280.16,1
236.33,361.62,1
