93.00,69.00,1
186.00,177.00,1
169.76,51.70,1
188.37,66.09,1
199.38,52.55,1
307.70,42.39,1
322.09,79.63,1
375.40,83.01,1
351.71,63.55,1
355.09,45.78,1
331.40,69.47,1
346.63,57.62,1
331.40,38.16,1
342.40,33.93,1
323.78,39.01,1
319.55,28.85,1
37.74,33.08,1
39.43,63.55,1
47.89,66.09,1
31.81,58.47,1
26.73,17.85,1
102.90,22.08,1
107.13,50.01,1
107.98,7.69,1
122.36,110.09,1
179.91,88.09,1
140.14,78.78,1
73.28,116.02,1
86.82,120.25,1
144.37,116.02,1
228.15,77.09,1
212.07,90.63,1
207.84,28.85,1
216.30,22.93,1
224.76,28.85,1
202.76,10.23,1
107.13,183.72,1
52.97,182.03,1
35.20,164.26,1
277.23,94.01,1
265.39,106.71,1
268.77,96.55,1
276.39,71.16,1
305.16,58.47,1
245.92,113.48,1
1.35,75.40,1
32.66,89.78,1
47.89,138.02,1
87.11,147.28,1
87.11,134.25,1
94.78,139.61,1
110.87,185.60,1
168.36,96.69,1
195.18,125.05,1
199.01,117.39,1
264.16,76.76,1
284.09,144.21,1
307.09,186.37,1
364.57,77.53,1
404.43,146.51,1
463.45,138.85,1
445.82,164.91,1
447.35,151.11,1
418.99,148.81,1
422.06,164.14,1
427.42,96.69,1
425.89,109.72,1
404.43,80.60,1
344.64,162.61,1
359.21,154.18,1
301.72,196.33,1
321.65,261.48,1
304.02,269.91,1
313.22,253.82,1
320.88,246.15,1
227.37,213.19,1
273.36,192.50,1
264.16,178.70,1
100.14,200.16,1
38.06,296.74,1
209.75,214.73,1
187.52,294.44,1
185.22,283.71,1
34.22,366.49,1
43.42,389.48,1
215.11,118.15,1
126.97,26.94,1
44.96,215.49,1
34.99,217.03,1
42.66,230.82,1
18.90,228.52,1
44.96,273.75,1
41.12,278.34,1
21.96,268.38,1
143.06,278.34,1
118.54,286.78,1
126.97,279.11,1
159.16,282.94,1
157.63,272.98,1
187.52,256.88,1
176.02,269.91,1
170.66,255.35,1
169.12,286.78,1
217.89,343.76,1
206.30,337.59,1
458.83,224.84,1
487.40,227.15,1
473.50,237.19,1
461.15,188.54,1
428.71,187.00,1
343.76,118.27,1
380.83,122.13,1
380.83,214.03,1
300.52,173.87,1
283.53,173.10,1
317.51,143.75,1
437.98,224.84,1
422.53,226.38,1
416.36,236.42,1
404.77,208.62,1
347.63,322.14,1
342.22,339.13,1
387.78,311.33,1
471.18,247.23,1
397.82,272.72,1
383.92,275.03,1
352.26,219.43,1
346.85,228.70,1
233.33,328.32,1
174.64,414.04,1
32.55,482.00,1
123.67,319.82,1
143.75,342.22,1
132.94,359.21,1
216.34,237.97,1
102.05,307.47,1
349.94,427.94,1
232.00,316.00,1
253.44,330.24,1
318.40,366.92,1
288.60,365.40,1
284.01,373.80,1
155.63,378.39,1
158.69,465.50,1
192.31,474.67,1
454.42,407.43,1
420.03,479.26,1
401.69,379.91,1
413.16,341.71,1
427.68,317.25,1
436.08,330.24,1
439.14,327.19,1
336.74,372.27,1
297.77,474.67,1
312.29,484.61,1
300.82,428.06,1
281.72,434.94,1
272.55,422.71,1
298.53,400.55,1
111.31,398.26,1
71.57,425.00,1
50.94,422.71,1
57.81,465.50,1
50.94,455.57,1
27.25,417.36,1
203.01,384.50,1
201.48,391.38,1
223.64,384.50,1
231.28,423.47,1
373.42,354.70,1
378.00,361.57,1
435.32,489.96,1
491.10,353.17,1
494.16,362.34,1
397.11,315.72,1
374.95,447.16,1
371.13,441.81,1
256.50,470.09,1
319.16,344.00,1
262.61,283.63,1
452.13,457.10,1
496.45,501.42,1
99.08,357.75,1
52.38,331.86,1
149.33,398.51,1
93.28,450.01,1
340.19,405.33,1
405.33,441.68,1
404.57,481.07,1
339.43,244.00,1
349.28,248.55,1
337.92,253.85,1
370.49,172.05,1
359.88,173.57,1
436.38,209.92,1
489.40,322.77,1
287.17,303.84,1
222.01,446.97,1
205.91,470.73,1
214.34,493.72,1
235.04,486.82,1
238.10,501.39,1
291.76,467.66,1
183.69,410.94,1
172.96,404.81,1
175.25,374.15,1
156.09,361.89,1
167.59,352.69,1
189.05,352.69,1
90.94,350.39,1
77.91,349.63,1
84.81,340.43,1
75.61,310.54,1
123.90,299.81,1
16.60,436.24,1
23.49,428.57,1
22.73,441.60,1
102.44,398.68,1
420.52,293.67,1
472.64,310.54,1
455.01,302.10,1
409.79,350.39,1
399.83,411.71,1
474.94,395.61,1
317.82,374.92,1
376.84,398.68,1
343.11,439.30,1
330.08,479.93,1
94.78,431.64,1
90.94,437.77,1
83.28,451.57,1
88.64,477.63,1
96.31,484.52,1
126.20,413.24,1
146.13,394.08,1
220.48,371.09,1
242.70,413.24,1
223.54,408.64,1
241.94,427.04,1
249.60,404.81,1
359.97,467.66,1
221.24,171.04,1
106.27,224.69,1
106.27,229.29,1
104.74,207.83,1
195.18,33.07,1
365.34,135.78,1
292.52,218.56,1
422.06,457.70,1
486.44,444.67,1
478.78,453.87,1
496.40,394.08,1
138.46,464.60,1
420.52,384.12,1
48.02,491.42,1
38.06,486.06,1
39.59,476.86,1
159.93,313.60,1
204.38,200.16,1
190.58,204.76,1
36.19,96.07,1
464.52,227.33,1
474.50,339.40,1
357.83,413.86,1
382.39,443.03,1
221.96,457.62,1
232.70,452.24,1
241.92,449.17,1
188.18,39.26,1
235.01,125.24,1
341.71,98.37,1
307.93,72.27,1
426.14,509.05,1
170.53,116.79,1
165.15,132.91,1
